IPA Target,IPA Actual,error_pattern
pɾ,pl,substitution-C1pres-C2sub
pɾ,p,reduction-C1pres-C2del
pɾ,p,reduction-C1pres-C2del
rj,j,reduction-C1del-C2pres
rj,li,epenthesis
rj,j,reduction-C1del-C2pres
rj,j,reduction-C1del-C2pres
rj,j,reduction-C1del-C2pres
rj,ʝ,reduction-C1del-C2sub
rj,j,reduction-C1del-C2pres
rj,j,reduction-C1del-C2pres
rj,j,reduction-C1del-C2pres
rj,j,reduction-C1del-C2pres
rj,lij,epenthesis
rj,j,reduction-C1del-C2pres
rw,l,reduction-C1sub-C2del
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,duw,epenthesis
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
rw,w,reduction-C1del-C2pres
sj,ɬj,substitution-C1sub-C2pres
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,ɬj,substitution-C1sub-C2pres
sj,s,reduction-C1pres-C2del
sj,s,reduction-C1pres-C2del
sj,sj,accurate
sj,s,reduction-C1pres-C2del
sj,ɬ,reduction-C1sub-C2del
sj,sj,accurate
sj,s,reduction-C1pres-C2del
sj,sij,epenthesis
sw,ɬw,substitution-C1sub-C2pres
sw,ɬw,substitution-C1sub-C2pres
sw,ɬ,reduction-C1sub-C2del
sw,ɬw,substitution-C1sub-C2pres
sw,ɬ,reduction-C1sub-C2del
sw,tw,substitution-C1sub-C2pres
sw,ɬw,substitution-C1sub-C2pres
sw,ɬ,reduction-C1sub-C2del
sw,ɬw,substitution-C1sub-C2pres
sw,tw,substitution-C1sub-C2pres
sw,ɬ,reduction-C1sub-C2del
sw,dw,substitution-C1sub-C2pres
tj,tij,epenthesis
tj,tij,epenthesis
tj,tij,epenthesis
tj,tj,accurate
tj,tij,epenthesis
tj,ti,epenthesis
tj,tij,epenthesis
tj,tij,epenthesis
tj,tij,epenthesis
tj,tj,accurate
tj,tj,accurate
tj,tij,epenthesis
tw,tw,accurate
tw,ɬw,substitution-C1sub-C2pres
tw,w,reduction-C1del-C2pres
tw,ɬ,reduction-C1sub-C2del
tw,w,reduction-C1del-C2pres
tw,ɬw,substitution-C1sub-C2pres
tw,tw,accurate
tw,tw,accurate
tw,tw,accurate
tw,tw,accurate
tw,tw,accurate
tw,tuw,epenthesis
tɾ,nan,deletion
tɾ,tᵊl,epenthesis
tɾ,tl,substitution-C1pres-C2sub
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,f,reduction-C1sub-C2del
tɾ,t,reduction-C1pres-C2del
tɾ,d,reduction-C1sub-C2del
tɾ,f,reduction-C1sub-C2del
tɾ,tl,substitution-C1pres-C2sub
tɾ,t,reduction-C1pres-C2del
tɾ,t,reduction-C1pres-C2del
ɡl,l,reduction-C1del-C2pres
ɡl,l,reduction-C1del-C2pres
ɡl,j,reduction-C1sub-C2del
ɡl,l,reduction-C1del-C2pres
ɡl,l,reduction-C1del-C2pres
ɡl,l,reduction-C1del-C2pres
ɡl,l,reduction-C1del-C2pres
ɡl,l,reduction-C1del-C2pres
ɡl,j,reduction-C1sub-C2del
ɡl,d,reduction-C1del-C2sub
ɡl,ɡ,reduction-C1pres-C2del
ɡl,j,reduction-C1sub-C2del
ɡɾ,n,reduction-C1del-C2sub
ɡɾ,l,reduction-C1del-C2sub
ɡɾ,l,reduction-C1del-C2sub
ɡɾ,j,reduction-C1sub-C2del
ɡɾ,l,reduction-C1del-C2sub
ɡɾ,l,reduction-C1del-C2sub
ɡɾ,n,reduction-C1del-C2sub
ɡɾ,l,reduction-C1del-C2sub
ɡɾ,l,reduction-C1del-C2sub
ɡɾ,nan,deletion
ɡɾ,l,reduction-C1del-C2sub
ɡɾ,l,reduction-C1del-C2sub
ʝw,ʝ,reduction-C1pres-C2del
ʝw,juw,epenthesis
ʝw,j,reduction-C1sub-C2del
ʝw,ʝ,reduction-C1pres-C2del
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,p,substitution
b,p,substitution
b,v,substitution
b,p,substitution
b,p,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,p,substitution
b,k,substitution
b,p,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,∅,deletion
b,b͈,substitution
b,f,substitution
b,bʳ,substitution
b,v,substitution
b,f,substitution
b,f,substitution
b,f,substitution
b,f,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,∅,deletion
b,∅,deletion
b,∅,deletion
b,∅,deletion
b,∅,deletion
b,∅,deletion
b,β,substitution
b,f,substitution
b,v,substitution
b,v,substitution
b,w,substitution
b,v,substitution
b,v,substitution
b,v,substitution
b,v,substitution
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,b,accurate
b,∅,deletion
b,a,substitution
b,f,substitution
b,v,substitution
b,m,substitution
b,v,substitution
b,v,substitution
b,v,substitution
b,v,substitution
b,v,substitution
b,m,substitution
b,v,substitution
b,w,substitution
b,v,substitution
b,p,substitution
b,β,substitution
b,p,substitution
b,v,substitution
b,v,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,∅,deletion
d,t,substitution
d,t,substitution
d,t,substitution
d,t,substitution
d,t,substitution
d,t,substitution
d,t,substitution
d,ʧ,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,∅,deletion
d,∅,deletion
d,∅,deletion
d,∅,deletion
d,t,substitution
d,t,substitution
d,tʰ,substitution
d,t,substitution
d,t,substitution
d,n,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,∅,deletion
d,∅,deletion
d,∅,deletion
d,∅,deletion
d,∅,deletion
d,∅,deletion
d,d͈,substitution
d,t,substitution
d,l,substitution
d,l,substitution
d,ʝ,substitution
d,l,substitution
d,t,substitution
d,j,substitution
d,t,substitution
d,j,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,∅,deletion
d,∅,deletion
d,∅,deletion
d,∅,deletion
d,∅,deletion
d,d͈,substitution
d,d͈,substitution
d,n,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,d,accurate
d,∅,deletion
d,∅,deletion
d,∅,deletion
d,d͈,substitution
d,tʰ,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,d͈,substitution
d,j,substitution
d,ɲ,substitution
d,v,substitution
d,n,substitution
d,ɾ,substitution
d,t,substitution
d,j,substitution
d,j,substitution
d,β,substitution
d,d͈,substitution
d,d͈,substitution
d,tʰ,substitution
d,tʰ,substitution
d,d͈,substitution
d,tʰ,substitution
d,d͈,substitution
d,d͈,substitution
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,p̚,substitution
f,t,substitution
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,∅,deletion
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,d,substitution
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,f,accurate
f,p,substitution
f,h,substitution
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,h,accurate
h,∅,deletion
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,∅,deletion
j,∅,deletion
j,l,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,l,substitution
j,l,substitution
j,l,substitution
j,n,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,ɪ,substitution
j,w,substitution
j,w,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,l,substitution
j,w,substitution
j,l,substitution
j,l,substitution
j,l,substitution
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,j,accurate
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,∅,deletion
j,d,substitution
j,ʦ,substitution
j,t,substitution
j,ɲ,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,∅,deletion
k,∅,deletion
k,∅,deletion
k,∅,deletion
k,∅,deletion
k,∅,deletion
k,ʔ,substitution
k,t,substitution
k,p,substitution
k,p,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,∅,deletion
k,∅,deletion
k,∅,deletion
k,∅,deletion
k,∅,deletion
k,∅,deletion
k,∅,deletion
k,ɡ,substitution
k,p,substitution
k,t,substitution
k,n,substitution
k,t,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,∅,deletion
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,∅,deletion
k,∅,deletion
k,∅,deletion
k,d͈,substitution
k,t,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,∅,deletion
k,∅,deletion
k,s,substitution
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,ɹ,substitution
l,j,substitution
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,j,substitution
l,w,substitution
l,ɹ,substitution
l,j,substitution
l,j,substitution
l,ʊ,substitution
l,ʊ,substitution
l,j,substitution
l,j,substitution
l,ʦ,substitution
l,j,substitution
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,j,substitution
l,ʝ,substitution
l,t,substitution
l,j,substitution
l,w,substitution
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,h,substitution
l,j,substitution
l,j,substitution
l,w,substitution
l,n,substitution
l,d͈,substitution
l,n,substitution
l,r,substitution
l,j,substitution
l,n,substitution
l,t,substitution
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,l,accurate
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,n,substitution
l,n,substitution
l,n,substitution
l,m,substitution
l,n,substitution
l,j,substitution
l,m,substitution
l,m,substitution
l,n,substitution
l,n,substitution
l,j,substitution
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,n,substitution
m,p,substitution
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,∅,deletion
m,∅,deletion
m,∅,deletion
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,∅,deletion
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,m,accurate
m,∅,deletion
m,∅,deletion
m,∅,deletion
m,d,substitution
m,n,substitution
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,∅,deletion
n,l,substitution
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
n,n,accurate
